time,atmp,hrh,bpr,wxt_e_hPa,wxt_q_gkg,psy_T_dry_C,psy_T_wet_C,psy_RH_pct,psy_e_hPa,psy_q_gkg,psy_in_air,comparison_valid,dRH_psy_minus_wxt_pct,de_psy_minus_wxt_hPa,dq_psy_minus_wxt_gkg
2026-05-29 01:05:55,17.899999618530273,69.19999694824219,1009.2000122070312,14.197143638807118,8.817487913220328,18.00259645213083,17.94791680011855,99.47904404500224,20.541380694890705,12.7069819006647,True,True,30.279047096760053,6.344237056083587,3.8894939874443715
2026-05-29 01:06:55,17.899999618530273,69.30000305175781,1009.2999877929688,14.217661044584792,8.829349310553429,17.99195149042754,17.945769544130883,99.55981301553146,20.544301071273757,12.708722429768299,True,True,30.259809963773648,6.326640026688965,3.87937311921487
2026-05-29 01:07:55,17.799999237060547,69.19999694824219,1009.2999877929688,14.108040913328187,8.760848027295237,17.979379360513633,17.941475231028733,99.63853878510162,20.544295555472765,12.708641087203599,True,True,30.43854183685943,6.436254642144577,3.9477930599083617
2026-05-29 01:08:55,17.799999237060547,69.30000305175781,1009.2999877929688,14.12842950093226,8.773508985580504,17.982550771840067,17.95410293990301,99.7286921008707,20.566986108097694,12.7226970716822,True,True,30.42868904911289,6.4385566071654345,3.949188086101696
2026-05-29 01:09:55,17.799999237060547,69.30000305175781,1009.2999877929688,14.12842950093226,8.773508985580504,17.970806887017773,17.94080655405969,99.71380473243646,20.548731860863953,12.711332254862699,True,True,30.413801680678645,6.420302359931693,3.9378232692821946
2026-05-29 01:10:55,17.799999237060547,69.30000305175781,1009.4000244140624,14.12842954979861,8.77263282737974,17.981017038181278,17.94691891865142,99.67482528359368,20.55389439269274,12.7145890528566,True,True,30.374822231835864,6.4254648428941294,3.9419562254768596
2026-05-29 01:11:55,17.799999237060547,69.30000305175781,1009.4000244140624,14.12842954979861,8.77263282737974,17.982374000784944,17.941647625351948,99.61167607489446,20.5426255743045,12.7076265980297,True,True,30.31167302313665,6.4141960245058876,3.9349937706499603
2026-05-29 01:12:55,17.799999237060547,69.19999694824219,1009.4000244140624,14.10804096212402,8.759973133469133,17.998238421837698,17.950262661646946,99.54280629499468,20.548914590088458,12.7116153565175,True,True,30.34280934675249,6.440873627964438,3.951642223048367
2026-05-29 01:13:55,17.799999237060547,69.30000305175781,1009.4000244140624,14.12842954979861,8.77263282737974,17.98359581005144,17.946077783615465,99.64225826049956,20.550511580365907,12.7125124401603,True,True,30.342255208741747,6.422082030567296,3.93987961278056
2026-05-29 01:14:55,17.799999237060547,69.30000305175781,1009.5,14.128429598635154,8.77175737856965,17.976483626347033,17.9514434593126,99.76113786587032,20.565828023933037,12.7219430484442,True,True,30.461134814112512,6.437398425297882,3.95018566987455
2026-05-29 01:15:55,17.799999237060547,69.30000305175781,1009.5,14.128429598635154,8.77175737856965,17.980788280851584,17.94565460772361,99.6649540591067,20.551563161101175,12.713145540553601,True,True,30.364951007348893,6.42313356246602,3.9413881619839515
2026-05-29 01:16:55,17.799999237060547,69.30000305175781,1009.5,14.128429598635154,8.77175737856965,17.973915519324805,17.93839310158438,99.66118746300414,20.5419048162331,12.7071283354441,True,True,30.361184411246327,6.413475217597945,3.9353709568744506
2026-05-29 01:17:55,17.799999237060547,69.30000305175781,1009.5,14.128429598635154,8.77175737856965,17.994104270361163,17.949860359058164,99.5782947851334,20.550896931097117,12.7128159885447,True,True,30.278291733375582,6.422467332461963,3.94105860997505
2026-05-29 01:18:55,17.799999237060547,69.4000015258789,1009.5,14.148816630949364,8.784414843426648,17.98965838632114,17.952059989957377,99.64155010546447,20.55820264236327,12.7173077257576,True,True,30.24154857958557,6.409386011413906,3.932892882330952
2026-05-29 01:19:55,17.799999237060547,69.30000305175781,1009.5,14.128429598635154,8.77175737856965,17.98669982359769,17.937604307346874,99.53200165560108,20.53177976555971,12.7009441990087,True,True,30.231998603843266,6.403350166924554,3.9291868204390514
2026-05-29 01:20:55,17.799999237060547,69.30000305175781,1009.5,14.128429598635154,8.77175737856965,17.945838975314643,17.928630443382133,99.83568807043024,20.541560693846897,12.7067417006237,True,True,30.535685018672424,6.413131095211742,3.934984322054051
2026-05-29 01:21:55,17.799999237060547,69.4000015258789,1009.5,14.148816630949364,8.784414843426648,17.97757536093326,17.94024236286623,99.64396446527132,20.543083222096893,12.7078799641001,True,True,30.243962939392418,6.394266591147529,3.923465120673452
2026-05-29 01:22:55,17.799999237060547,69.4000015258789,1009.5999755859376,14.148816679856372,8.783538306330339,17.952989554791145,17.935316332258992,99.83128454534906,20.54989683676438,12.711942575986,True,True,30.431283019470158,6.401080156908007,3.928404269655662
2026-05-29 01:23:55,17.799999237060547,69.4000015258789,1009.5,14.148816630949364,8.784414843426648,17.95930409464148,17.939380412932792,99.80984045564703,20.55364552623855,12.714300569214199,True,True,30.409838929768128,6.404828895289187,3.9298857257875515
2026-05-29 01:24:55,17.799999237060547,69.5,1009.5999755859376,14.16920371224105,8.79619450818488,17.973088962852557,17.935739445270485,99.64376461114544,20.53724592052587,12.704241245579,True,True,30.143764611145443,6.36804220828482,3.9080467373941197
2026-05-29 01:25:55,17.799999237060547,69.5,1009.5999755859376,14.16920371224105,8.79619450818488,17.97000635906437,17.93211956152578,99.63861405344012,20.532202894498845,12.7011025723439,True,True,30.138614053440122,6.362999182257795,3.90490806415902
2026-05-29 01:26:55,17.799999237060547,69.5,1009.5999755859376,14.16920371224105,8.79619450818488,17.986751818323285,17.953282617748755,99.68086785019156,20.562555601149473,12.7199824313781,True,True,30.18086785019156,6.393351888908423,3.9237879231932187
2026-05-29 01:27:55,17.799999237060547,69.5,1009.5999755859376,14.16920371224105,8.79619450818488,17.9556920027336,17.941783451483275,99.86722400645476,20.56078998487218,12.7186976944451,True,True,30.367224006454762,6.39158627263113,3.9225031862602187
2026-05-29 01:28:55,17.799999237060547,69.5,1009.7000122070312,14.16920376124843,8.795316347517067,17.98499441849492,17.951485257827585,99.68047215991088,20.560201386729364,12.7185152138911,True,True,30.180472159910877,6.390997625480935,3.923198866374033
2026-05-29 01:29:55,17.799999237060547,69.5,1009.5999755859376,14.16920371224105,8.79619450818488,18.000578618365978,17.957713517470154,99.5914966613742,20.56199167924878,12.7197194098206,True,True,30.091496661374194,6.392787967007731,3.9235249016357194
2026-05-29 01:30:55,17.799999237060547,69.5,1009.7000122070312,14.16920376124843,8.795316347517067,18.003901835086026,17.964794138326056,99.6273120214174,20.57368525902171,12.726973747046099,True,True,30.127312021417396,6.404481497773279,3.9316573995290316
2026-05-29 01:31:55,17.799999237060547,69.5,1009.7000122070312,14.16920376124843,8.795316347517067,17.977902884703326,17.950231313309644,99.73605904711526,20.562493472932566,12.7198891089887,True,True,30.236059047115262,6.393289711684137,3.924572761471632
2026-05-29 01:32:55,17.799999237060547,69.5,1009.7000122070312,14.16920376124843,8.795316347517067,17.994218671190822,17.96322118528616,99.70448115975084,20.577087225707977,12.7290180550888,True,True,30.20448115975084,6.407883464459548,3.933701707571732
2026-05-29 01:33:55,17.799999237060547,69.4000015258789,1009.7000122070312,14.148816728793241,8.782661409183772,18.01958918403966,17.961345184880372,99.44537091732482,20.556380471491202,12.7163663685215,True,True,30.045369391445917,6.4075637426979615,3.933704959337728
2026-05-29 01:34:55,17.799999237060547,69.30000305175781,1009.7000122070312,14.128429696338051,8.770006470850477,18.00617461310975,17.95192414375242,99.4831780630471,20.546857002258818,12.7103917726741,True,True,30.183175011289293,6.418427305920767,3.940385301823623
2026-05-29 01:35:55,17.799999237060547,69.19999694824219,1009.7000122070312,14.108041108451989,8.757350567007277,18.003797819593785,17.948486278159237,99.47304661159552,20.541694091248377,12.7071832221998,True,True,30.273049663353333,6.433652982796389,3.949832655192523
2026-05-29 01:36:55,17.799999237060547,69.0999984741211,1009.5999755859376,14.087654027271475,8.745568735160399,17.964065070514778,17.92527729399461,99.62996769226156,20.522750031417022,12.6952183346301,True,True,30.529969218140465,6.435096004145548,3.9496495994697014
2026-05-29 01:37:55,17.799999237060547,69.0999984741211,1009.7000122070312,14.087654075996797,8.74469562867398,17.979608113135612,17.93791773445008,99.60246213709222,20.53715245171319,12.704223801107299,True,True,30.502463662971124,6.449498375716393,3.959528172433318
2026-05-29 01:38:55,17.799999237060547,69.0999984741211,1009.5999755859376,14.087654027271475,8.745568735160399,17.986814212046227,17.932715027300162,99.48435311175976,20.522098309608232,12.6949559656524,True,True,30.384354637638666,6.434444282336758,3.9493872304920004
2026-05-29 01:39:55,17.799999237060547,69.19999694824219,1009.5999755859376,14.108041059656152,8.758224937014944,17.973951908832703,17.929445251730613,99.57556556621648,20.524303630290248,12.6962405475479,True,True,30.375568617974295,6.416262570634096,3.938015610532956
2026-05-29 01:40:55,17.799999237060547,69.0999984741211,1009.5999755859376,14.087654027271475,8.745568735160399,17.976494023737132,17.9388632480983,99.6411162766162,20.541098922919133,12.7066457849548,True,True,30.54111780249511,6.453444895647658,3.961077049794401
2026-05-29 01:41:55,17.799999237060547,69.19999694824219,1009.5999755859376,14.108041059656152,8.758224937014944,17.958966265030256,17.921835521947173,99.64571702868524,20.51941183959987,12.6931218296029,True,True,30.445720080443053,6.4113707799437165,3.9348968925879557
2026-05-29 01:42:55,17.799999237060547,69.0999984741211,1009.7000122070312,14.087654075996797,8.74469562867398,17.962807225971403,17.938659517552253,99.76956379095986,20.54987936670036,12.711992547404,True,True,30.66956531683877,6.462225290703563,3.9672969187300193
2026-05-29 01:43:55,17.799999237060547,69.0999984741211,1009.7000122070312,14.087654075996797,8.74469562867398,17.93788379187066,17.90979326928226,99.73178008628696,20.50991363052889,12.687116131663101,True,True,30.631781612165867,6.422259554532092,3.942420502989121
2026-05-29 01:44:55,17.799999237060547,69.19999694824219,1009.7000122070312,14.108041108451989,8.757350567007277,17.940725936414196,17.918002246111712,99.7830200479763,20.52412083807755,12.6959220455104,True,True,30.583023099734106,6.416079729625562,3.938571478503123
2026-05-29 01:45:55,17.799999237060547,69.19999694824219,1009.7000122070312,14.108041108451989,8.757350567007277,17.955608848901363,17.92370523437296,99.69553561507868,20.525335194573355,12.6967652039974,True,True,30.495538666836495,6.417294086121366,3.939414636990122
2026-05-29 01:46:55,17.799999237060547,69.30000305175781,1009.7000122070312,14.128429696338051,8.770006470850477,17.951622780317336,17.924661000612048,99.74264646400827,20.529885738221637,12.6995554777744,True,True,30.44264341225046,6.401456041883586,3.9295490069239225
2026-05-29 01:47:55,17.799999237060547,69.30000305175781,1009.7000122070312,14.128429696338051,8.770006470850477,17.930449048669004,17.919631623693647,99.89665792152223,20.534213205454417,12.7021015439183,True,True,30.59665486976442,6.405783509116366,3.9320950730678224
2026-05-29 01:48:55,17.799999237060547,69.4000015258789,1009.7000122070312,14.148816728793241,8.782661409183772,17.95310908389183,17.934809644753216,99.82530898065669,20.548821303221647,12.7112780023682,True,True,30.42530745477778,6.400004574428406,3.9286165931844277
2026-05-29 01:49:55,17.799999237060547,69.30000305175781,1009.7000122070312,14.128429696338051,8.770006470850477,17.93472483689152,17.919882300549773,99.85823131533375,20.53183729417604,12.7006582564664,True,True,30.55822826357594,6.4034075978379885,3.9306517856159235
2026-05-29 01:50:55,17.799999237060547,69.30000305175781,1009.7000122070312,14.128429696338051,8.770006470850477,17.95515670170323,17.93399477361453,99.7980044388638,20.54584709313973,12.709450859278,True,True,30.498001387105987,6.41741739680168,3.939444388427523
2026-05-29 01:51:55,17.799999237060547,69.30000305175781,1009.7999877929688,14.128429745174593,8.7691315461388,17.948400834182507,17.93803788188069,99.90104602483376,20.558321452363856,12.7171255439793,True,True,30.60104297307595,6.429891707189263,3.9479939978405003
2026-05-29 01:52:55,17.799999237060547,69.30000305175781,1009.7000122070312,14.128429696338051,8.770006470850477,17.917259684468775,17.91921905333163,100.01872934482884,20.542250246128074,12.706991650191599,True,True,30.71872629307103,6.413820549790023,3.9369851793411215
2026-05-29 01:53:55,17.799999237060547,69.30000305175781,1009.7999877929688,14.128429745174593,8.7691315461388,17.924064436206493,17.897862732782926,99.7497148117805,20.495773033892945,12.6782837795104,True,True,30.449711760022694,6.367343288718352,3.9091522333716
2026-05-29 01:54:55,17.799999237060547,69.30000305175781,1009.7999877929688,14.128429745174593,8.7691315461388,17.936127644356816,17.914163959122675,99.79024852681243,20.519670358917146,12.693140650249001,True,True,30.49024547505462,6.3912406137425535,3.924009104110201
2026-05-29 01:55:55,17.799999237060547,69.4000015258789,1009.7000122070312,14.148816728793241,8.782661409183772,17.95245947172441,17.91858192415424,99.67668241607812,20.51738836543775,12.6918299139117,True,True,30.276680890199216,6.368571636644509,3.909168504727928
2026-05-29 01:56:55,17.799999237060547,69.4000015258789,1009.7999877929688,14.148816777700254,8.781785221973795,17.965239772628138,17.93899906879369,99.74961649716936,20.548914802838816,12.7114109394701,True,True,30.34961497129045,6.400098025138561,3.9296257174963056
2026-05-29 01:57:55,17.799999237060547,69.4000015258789,1009.7999877929688,14.148816777700254,8.781785221973795,17.92134764920428,17.913208336860748,99.92222013021284,20.527708554400576,12.6980216995437,True,True,30.52221860433393,6.378891776700321,3.916236477569905
2026-05-29 01:58:55,17.799999237060547,69.5,1009.7999877929688,14.169203810225913,8.794438897808789,17.931784229778486,17.91530236777038,99.84256566059732,20.524818480587236,12.6962983762881,True,True,30.342565660597316,6.355614670361323,3.9018594784793112
2026-05-29 01:59:55,17.799999237060547,69.4000015258789,1009.7999877929688,14.148816777700254,8.781785221973795,17.94231592600022,17.929387796983292,99.87653741160936,20.545411302747944,12.709101848636001,True,True,30.476535885730456,6.396594525047689,3.927316626662206
2026-05-29 02:00:55,17.799999237060547,69.4000015258789,1009.7999877929688,14.148816777700254,8.781785221973795,17.948385244488406,17.924514762304852,99.7721208883549,20.531770218063023,12.700701179663799,True,True,30.372119362476,6.382953440362769,3.918915957690004
2026-05-29 02:01:55,17.799999237060547,69.30000305175781,1009.7999877929688,14.128429745174593,8.7691315461388,17.93563406068506,17.91378797503006,99.79136841131506,20.51926340867611,12.692885870020401,True,True,30.49136535955725,6.3908336635015175,3.9237543238816013
2026-05-29 02:02:55,17.799999237060547,69.4000015258789,1009.7999877929688,14.148816777700254,8.781785221973795,17.922438506800972,17.90907268006532,99.87229100399864,20.518859651699923,12.692554678222201,True,True,30.472289478119734,6.370042873999669,3.9107694562484063
2026-05-29 02:03:55,17.799999237060547,69.4000015258789,1009.7999877929688,14.148816777700254,8.781785221973795,17.91887510273233,17.905924105842814,99.87624200094706,20.515070891567994,12.6901890506942,True,True,30.476240475068153,6.36625411386774,3.908403828720404
2026-05-29 02:04:55,17.799999237060547,69.30000305175781,1009.7999877929688,14.128429745174593,8.7691315461388,17.9164857515442,17.901470395332694,99.85651152407608,20.507934523353985,12.6857599159725,True,True,30.55650847231827,6.379504778179392,3.9166283698337008
2026-05-29 02:05:55,17.799999237060547,69.4000015258789,1009.7999877929688,14.148816777700254,8.781785221973795,17.941110440323712,17.91691601555692,99.76898509237436,20.521730454614577,12.694445763956299,True,True,30.36898356649546,6.372913676914322,3.912660541982504
2026-05-29 02:06:55,17.799999237060547,69.4000015258789,1009.7999877929688,14.148816777700254,8.781785221973795,17.919986698757498,17.909662727205102,99.901343711847,20.52166228454233,12.6942732042814,True,True,30.5013421859681,6.372845506842076,3.9124879823076046
2026-05-29 02:07:55,17.799999237060547,69.5,1009.7999877929688,14.169203810225913,8.794438897808789,17.88167815744856,17.88816838990317,100.0621031234171,20.505189669575813,12.683847703964199,True,True,30.562103123417103,6.3359858593499006,3.8894088061554104
2026-05-29 02:08:55,17.799999237060547,69.4000015258789,1009.7999877929688,14.148816777700254,8.781785221973795,17.911047689942336,17.90257204871881,99.91898445741757,20.51374375424465,12.6893198562017,True,True,30.51898293153866,6.364926976544396,3.907534634227906
